"","Date","region1","region2","region3","region1_alt","region2_alt","region3_alt"
"20779",19561121,0,0,0,0,0,0
"20780",19561122,0,0,0,0,0,0
"20781",19561123,0,0,0,0,0,0
"20782",19561124,0,0,0,0,0,0
"20783",19561125,0,0,0,0,0,0
"20784",19561126,0,0,0,0,0,0
"20785",19561127,0,0,0,0,0,0
"20786",19561128,0,0,0,0,0,0
"20787",19561129,0,0,0,0,0,0
"20788",19561130,0,0,0,0,0,0
"20789",19561201,0,0,0,0,0,0
"20790",19561202,0,0,0,0,0,0
"20791",19561203,0,0,0,0,0,0
"20792",19561204,0,0,3,0,3,0
"20793",19561205,5,112,25,5,112,25
"20794",19561206,48,74,0,48,74,0
"20795",19561207,10,109,0,10,109,0
"20796",19561208,0,28,0,0,28,0
"20797",19561209,0,0,0,0,0,0
"20798",19561210,0,0,0,0,0,0
"20799",19561211,0,0,0,0,0,0
"20800",19561212,0,46,226,0,226,86
"20801",19561213,10,417,340,10,417,340
"20802",19561214,0,0,0,0,0,0
"20803",19561215,0,0,0,0,0,0
"20804",19561216,0,0,0,0,0,0
"20805",19561217,0,203,165,0,203,165
"20806",19561218,508,716,282,508,716,267
"20807",19561219,130,381,241,130,381,241
"20808",19561220,79,137,0,79,137,0
"20809",19561221,51,373,188,51,373,188
"20810",19561222,437,445,406,437,445,406
"20811",19561223,43,175,5,43,175,5
"20812",19561224,0,0,0,0,0,0
"20813",19561225,0,0,0,0,0,0
"20814",19561226,0,0,0,0,0,0
"20815",19561227,0,0,0,0,0,0
"20816",19561228,0,0,0,0,0,0
"20817",19561229,0,0,0,0,0,0
"20818",19561230,0,0,0,0,0,0
"20819",19561231,0,0,0,0,0,0
"20820",19570101,0,0,0,0,0,0
"20821",19570102,0,0,0,0,0,0
"20822",19570103,0,61,358,0,81,358
"20823",19570104,140,206,173,140,206,173
"20824",19570105,5,0,0,5,0,0
"20825",19570106,0,0,3,0,3,0
"20826",19570107,3,0,0,3,0,0
"20827",19570108,0,0,0,0,0,0
"20828",19570109,0,0,0,0,0,0
"20829",19570110,0,0,0,0,0,0
"20830",19570111,0,0,0,0,0,0
"20831",19570112,0,0,0,0,0,0
"20832",19570113,0,0,0,0,0,0
"20833",19570114,0,0,3,0,0,3
"20834",19570115,0,13,0,0,13,0
"20835",19570116,0,0,3,0,0,3
"20836",19570117,0,5,0,0,5,0
"20837",19570118,0,0,0,0,0,0
"20838",19570119,0,0,0,0,0,0
"20839",19570120,127,69,3,127,69,3
"20840",19570121,114,135,0,114,135,0
"20841",19570122,5,119,58,5,119,58
"20842",19570123,335,112,0,335,112,0
"20843",19570124,13,69,10,13,69,0
"20844",19570125,33,180,46,33,180,46
"20845",19570126,30,107,132,30,107,132
"20846",19570127,102,132,130,102,132,130
"20847",19570128,25,25,3,25,25,3
"20848",19570129,5,69,20,5,69,10
"20849",19570130,74,152,64,74,152,64
"20850",19570131,79,25,3,79,25,0
"20851",19570201,36,69,3,36,69,0
"20852",19570202,10,23,51,10,23,51
"20853",19570203,0,15,3,0,15,3
"20854",19570204,0,0,0,0,0,0
"20855",19570205,0,0,0,0,0,0
"20856",19570206,0,0,0,0,0,0
"20857",19570207,0,0,25,0,0,25
"20858",19570208,0,0,0,0,0,0
"20859",19570209,8,0,0,8,0,0
"20860",19570210,0,0,0,0,0,0
"20861",19570211,0,0,0,0,0,0
"20862",19570212,0,3,170,0,30,170
"20863",19570213,33,18,0,33,18,0
"20864",19570214,0,0,0,0,0,0
"20865",19570215,30,61,0,30,61,0
"20866",19570216,0,0,0,0,0,0
"20867",19570217,0,51,142,0,79,142
"20868",19570218,267,452,302,267,452,302
"20869",19570219,71,41,8,71,41,8
"20870",19570220,51,51,0,51,51,0
"20871",19570221,0,0,0,0,0,0
"20872",19570222,0,3,3,0,3,0
"20873",19570223,213,239,257,213,239,257
"20874",19570224,236,272,160,236,272,160
"20875",19570225,43,76,53,43,76,53
"20876",19570226,0,25,0,0,25,0
"20877",19570227,0,0,0,0,0,0
"20878",19570228,0,0,0,0,0,0
"20879",19570301,0,0,0,0,0,0
"20880",19570302,0,0,0,0,0,0
"20881",19570303,165,348,452,165,452,343
"20882",19570304,257,457,183,257,457,183
"20883",19570305,0,18,0,0,18,0
"20884",19570306,0,64,33,0,64,33
"20885",19570307,76,74,56,76,74,56
"20886",19570308,0,0,0,0,0,0
"20887",19570309,0,0,0,0,0,0
"20888",19570310,0,0,0,0,0,0
"20889",19570311,15,53,0,15,53,0
"20890",19570312,18,605,163,18,605,163
"20891",19570313,157,155,0,157,155,0
"20892",19570314,0,0,0,0,0,0
"20893",19570315,0,0,0,0,0,0
"20894",19570316,0,0,0,0,0,0
"20895",19570317,188,1041,1270,188,1270,1173
"20896",19570318,787,1255,1062,787,1255,1062
"20897",19570319,0,0,0,0,0,0
"20898",19570320,0,109,147,0,109,147
"20899",19570321,516,653,381,516,653,381
"20900",19570322,0,0,0,0,0,0
"20901",19570323,0,127,183,0,183,150
"20902",19570324,152,102,216,152,102,216
"20903",19570325,0,0,0,0,0,0
"20904",19570326,0,0,0,0,0,0
"20905",19570327,0,122,152,0,152,0
"20906",19570328,452,368,457,452,368,457
"20907",19570329,8,13,0,8,13,0
"20908",19570330,0,0,0,0,0,0
"20909",19570331,0,572,401,0,572,401
"20910",19570401,221,241,213,221,241,213
"20911",19570402,0,0,28,0,0,28
"20912",19570403,8,25,305,8,264,305
"20913",19570404,13,378,152,13,378,152
"20914",19570405,0,152,38,0,152,38
"20915",19570406,0,0,0,0,0,0
"20916",19570407,0,5,5,0,5,5
"20917",19570408,5,381,3,5,381,0
"20918",19570409,0,0,0,0,0,0
"20919",19570410,0,160,193,0,160,193
"20920",19570411,150,345,399,150,345,399
"20921",19570412,5,5,0,5,5,0
"20922",19570413,0,0,0,0,0,0
"20923",19570414,0,0,0,0,0,0
"20924",19570415,0,119,196,0,196,191
"20925",19570416,371,353,297,371,353,297
"20926",19570417,0,0,368,0,0,368
"20927",19570418,0,0,0,0,0,0
"20928",19570419,0,5,3,0,5,0
"20929",19570420,25,147,0,25,147,0
"20930",19570421,180,254,89,180,254,89
"20931",19570422,36,58,3,36,58,0
"20932",19570423,15,20,8,15,20,8
"20933",19570424,5,10,5,5,10,0
"20934",19570425,203,38,5,203,38,5
"20935",19570426,0,0,0,0,0,0
"20936",19570427,368,691,406,368,691,406
"20937",19570428,127,955,681,127,955,678
"20938",19570429,772,1351,432,772,1351,432
"20939",19570430,432,749,500,432,749,500
"20940",19570501,147,231,147,147,231,147
"20941",19570502,25,71,0,25,71,0
"20942",19570503,20,76,490,20,76,490
"20943",19570504,145,305,0,145,305,0
"20944",19570505,0,0,0,0,0,0
"20945",19570506,0,0,0,0,0,0
"20946",19570507,0,0,0,0,0,0
"20947",19570508,18,0,0,18,0,0
"20948",19570509,33,5,0,33,5,0
"20949",19570510,0,5,0,0,5,0
"20950",19570511,0,0,0,0,0,0
"20951",19570512,0,3,0,0,3,0
"20952",19570513,0,15,0,0,15,0
"20953",19570514,28,15,5,28,15,0
"20954",19570515,0,0,0,0,0,0
"20955",19570516,0,0,0,0,0,0
"20956",19570517,0,0,0,0,0,0
"20957",19570518,124,191,119,124,191,119
"20958",19570519,203,495,127,203,495,127
"20959",19570520,0,0,0,0,0,0
"20960",19570521,0,0,0,0,0,0
"20961",19570522,0,0,0,0,0,0
"20962",19570523,89,0,5,89,0,5
"20963",19570524,0,0,8,0,0,8
"20964",19570525,0,46,0,0,46,0
"20965",19570526,97,183,107,97,183,107
"20966",19570527,64,81,0,64,81,0
"20967",19570528,8,152,3,8,152,3
"20968",19570529,0,0,0,0,0,0
"20969",19570530,0,86,28,0,86,28
"20970",19570531,28,386,249,28,386,191
"20971",19570601,185,673,318,185,673,318
"20972",19570602,368,155,1003,368,155,1003
"20973",19570603,102,173,13,102,173,13
"20974",19570604,18,38,5,18,38,5
"20975",19570605,46,234,196,46,234,196
"20976",19570606,165,307,178,165,307,178
"20977",19570607,0,86,381,0,86,381
"20978",19570608,401,71,173,401,173,76
"20979",19570609,28,53,64,28,53,64
"20980",19570610,0,0,0,0,0,0
"20981",19570611,0,0,0,0,0,0
"20982",19570612,0,0,0,0,0,0
"20983",19570613,0,0,0,0,0,0
"20984",19570614,0,5,0,0,5,0
"20985",19570615,13,0,0,13,0,0
"20986",19570616,0,5,0,0,5,0
"20987",19570617,18,56,3,18,56,0
"20988",19570618,13,25,89,13,58,89
"20989",19570619,427,457,5,427,457,0
"20990",19570620,335,488,0,335,488,0
"20991",19570621,592,173,495,592,173,495
"20992",19570622,274,371,508,274,371,508
"20993",19570623,0,323,0,0,323,0
"20994",19570624,170,127,56,170,127,56
"20995",19570625,0,0,0,0,0,0
"20996",19570626,0,18,0,0,18,0
"20997",19570627,0,147,409,0,175,409
"20998",19570628,0,48,0,0,48,0
"20999",19570629,0,0,0,0,0,0
"21000",19570630,0,0,0,0,0,0
"21001",19570701,0,0,0,0,0,0
"21002",19570702,0,0,0,0,0,0
"21003",19570703,0,0,0,0,0,0
"21004",19570704,0,0,0,0,0,0
"21005",19570705,0,0,0,0,0,0
"21006",19570706,0,0,0,0,0,0
"21007",19570707,0,0,0,0,0,0
"21008",19570708,0,58,0,0,58,0
"21009",19570709,0,3,10,0,10,0
"21010",19570710,0,25,0,0,25,0
"21011",19570711,0,0,0,0,0,0
"21012",19570712,0,0,0,0,0,0
"21013",19570713,150,99,0,150,99,0
"21014",19570714,0,0,0,0,0,0
"21015",19570715,0,0,0,0,0,0
"21016",19570716,0,107,0,0,107,0
"21017",19570717,0,0,0,0,0,0
"21018",19570718,0,152,0,0,152,0
"21019",19570719,229,201,38,229,201,38
"21020",19570720,53,401,155,53,401,48
"21021",19570721,269,452,211,269,452,211
"21022",19570722,15,229,102,15,229,102
"21023",19570723,102,564,198,102,564,198
"21024",19570724,5,0,20,5,0,20
"21025",19570725,0,274,0,0,274,0
"21026",19570726,0,292,0,0,292,0
"21027",19570727,0,0,0,0,0,0
"21028",19570728,0,0,0,0,0,0
"21029",19570729,0,0,0,0,0,0
"21030",19570730,0,13,0,0,13,0
"21031",19570731,5,43,13,5,43,0
"21032",19570801,18,30,107,18,30,107
"21033",19570802,0,140,0,0,140,0
"21034",19570803,0,117,25,0,117,25
"21035",19570804,0,0,0,0,0,0
"21036",19570805,0,86,0,0,86,0
"21037",19570806,229,274,251,229,274,127
"21038",19570807,236,28,0,236,28,0
"21039",19570808,0,0,0,0,0,0
"21040",19570809,0,5,0,0,5,0
"21041",19570810,124,191,119,124,191,119
"21042",19570811,211,91,25,211,91,25
"21043",19570812,0,102,0,0,102,0
"21044",19570813,0,15,94,0,15,94
"21045",19570814,0,15,0,0,15,0
"21046",19570815,0,0,51,0,0,51
"21047",19570816,0,0,0,0,0,0
"21048",19570817,0,0,0,0,0,0
"21049",19570818,0,10,196,0,196,188
"21050",19570819,130,30,297,130,71,297
"21051",19570820,117,127,81,117,127,81
"21052",19570821,0,0,0,0,0,0
"21053",19570822,0,0,0,0,0,0
"21054",19570823,0,0,0,0,0,0
"21055",19570824,0,0,0,0,0,0
"21056",19570825,0,0,0,0,0,0
"21057",19570826,0,0,0,0,0,0
"21058",19570827,0,0,3,0,3,0
"21059",19570828,0,0,0,0,0,0
"21060",19570829,0,0,79,0,0,79
"21061",19570830,226,315,221,226,315,221
"21062",19570831,147,206,432,147,206,432
"21063",19570901,0,198,46,0,198,46
"21064",19570902,0,124,0,0,124,0
"21065",19570903,356,813,846,356,846,183
"21066",19570904,330,762,467,330,762,467
"21067",19570905,0,310,0,0,310,0
"21068",19570906,0,0,0,0,0,0
"21069",19570907,0,0,0,0,0,0
"21070",19570908,0,0,0,0,0,0
"21071",19570909,0,0,0,0,0,0
"21072",19570910,0,0,0,0,0,0
"21073",19570911,0,0,0,0,0,0
"21074",19570912,122,389,168,122,389,168
"21075",19570913,0,0,0,0,0,0
"21076",19570914,0,0,0,0,0,0
"21077",19570915,0,51,0,0,51,0
"21078",19570916,51,10,0,51,10,0
"21079",19570917,0,0,0,0,0,0
"21080",19570918,0,0,0,0,0,0
"21081",19570919,0,0,0,0,0,0
"21082",19570920,0,0,38,0,23,38
"21083",19570921,0,0,51,0,0,51
"21084",19570922,0,599,1412,0,599,1412
"21085",19570923,767,533,419,767,533,419
"21086",19570924,358,513,320,358,513,320
"21087",19570925,23,401,696,23,447,696
"21088",19570926,914,1336,599,914,1336,599
"21089",19570927,218,84,0,218,84,0
"21090",19570928,0,0,0,0,0,0
"21091",19570929,0,0,0,0,0,0
"21092",19570930,0,0,0,0,0,0
"21093",19571001,0,0,0,0,0,0
"21094",19571002,0,0,0,0,0,0
"21095",19571003,0,0,0,0,0,0
"21096",19571004,0,0,0,0,0,0
"21097",19571005,0,0,0,0,0,0
"21098",19571006,0,0,0,0,0,0
"21099",19571007,0,0,0,0,0,0
"21100",19571008,0,0,0,0,0,0
"21101",19571009,0,43,69,0,43,69
"21102",19571010,485,267,0,485,267,0
"21103",19571011,0,0,0,0,0,0
"21104",19571012,0,0,0,0,0,0
"21105",19571013,0,0,0,0,0,0
"21106",19571014,76,813,1377,76,1377,1001
"21107",19571015,848,1885,2197,848,1885,2197
"21108",19571016,1504,1542,1156,1504,1542,1156
"21109",19571017,0,0,0,0,0,0
"21110",19571018,0,0,0,0,0,0
"21111",19571019,0,0,0,0,0,0
"21112",19571020,0,0,0,0,0,0
"21113",19571021,0,107,43,0,107,41
"21114",19571022,180,183,246,180,183,246
"21115",19571023,224,297,168,224,297,157
"21116",19571024,0,0,0,0,0,0
"21117",19571025,0,0,0,0,0,0
"21118",19571026,0,30,0,0,30,0
"21119",19571027,0,0,0,0,0,0
"21120",19571028,0,0,0,0,0,0
"21121",19571029,0,0,0,0,0,0
"21122",19571030,0,0,0,0,0,0
"21123",19571031,0,0,0,0,0,0
"21124",19571101,0,0,0,0,0,0
"21125",19571102,0,0,0,0,0,0
"21126",19571103,0,25,0,0,25,0
"21127",19571104,0,64,0,0,64,0
"21128",19571105,25,69,38,25,69,38
"21129",19571106,183,175,226,183,175,226
"21130",19571107,28,361,277,28,361,23
"21131",19571108,335,518,414,335,518,414
"21132",19571109,0,119,0,0,119,0
"21133",19571110,74,122,46,74,122,33
"21134",19571111,114,84,122,114,84,122
"21135",19571112,163,127,142,163,127,142
"21136",19571113,89,368,318,89,368,302
"21137",19571114,246,668,406,246,668,406
"21138",19571115,8,15,43,8,15,43
"21139",19571116,8,38,3,8,38,3
"21140",19571117,0,3,48,0,5,48
"21141",19571118,201,353,264,201,353,264
"21142",19571119,152,0,0,152,0,0
"21143",19571120,0,0,0,0,0,0
"21144",19571121,152,188,130,152,188,43
"21145",19571122,711,445,876,711,445,876
"21146",19571123,254,351,470,254,351,470
"21147",19571124,191,297,51,191,297,51
"21148",19571125,0,0,0,0,0,0
"21149",19571126,0,0,0,0,0,0
"21150",19571127,0,8,13,0,8,13
"21151",19571128,168,56,18,168,56,18
"21152",19571129,0,0,0,0,0,0
"21153",19571130,0,8,0,0,8,0
"21154",19571201,0,25,0,0,25,0
"21155",19571202,0,0,0,0,0,0
"21156",19571203,64,5,10,64,5,10
"21157",19571204,0,18,0,0,18,0
"21158",19571205,0,0,0,0,0,0
"21159",19571206,0,140,287,0,196,287
"21160",19571207,119,234,254,119,234,254
"21161",19571208,0,0,0,0,0,0
"21162",19571209,0,0,0,0,0,0
"21163",19571210,0,0,0,0,0,0
"21164",19571211,0,0,0,0,0,0
"21165",19571212,0,0,0,0,0,0
"21166",19571213,0,0,0,0,0,0
"21167",19571214,0,58,41,0,58,41
"21168",19571215,15,0,0,15,0,0
"21169",19571216,0,0,0,0,0,0
"21170",19571217,0,3,0,0,3,0
"21171",19571218,0,0,0,0,0,0
"21172",19571219,76,25,76,76,25,76
"21173",19571220,64,53,25,64,53,25
"21174",19571221,0,0,0,0,0,0
"21175",19571222,0,0,0,0,0,0
"21176",19571223,0,0,0,0,0,0
"21177",19571224,0,38,0,0,38,0
"21178",19571225,180,249,114,180,249,114
"21179",19571226,216,142,0,216,142,0
"21180",19571227,203,140,297,203,206,297
"21181",19571228,483,305,241,483,305,241
"21182",19571229,0,0,0,0,0,0
"21183",19571230,0,0,0,0,0,0
"21184",19571231,0,0,8,0,3,8
"21185",19580101,0,0,0,0,0,0
"21186",19580102,0,0,0,0,0,0
"21187",19580103,0,0,0,0,0,0
"21188",19580104,0,0,0,0,0,0
"21189",19580105,0,64,53,0,64,53
"21190",19580106,343,340,157,343,340,157
"21191",19580107,0,0,0,0,0,0
"21192",19580108,0,0,0,0,0,0
"21193",19580109,0,0,0,0,0,0
"21194",19580110,0,0,0,0,0,0
"21195",19580111,0,0,28,0,3,28
"21196",19580112,51,292,373,51,292,373
"21197",19580113,414,371,218,414,371,218
"21198",19580114,0,0,0,0,0,0
"21199",19580115,0,0,0,0,0,0
"21200",19580116,0,0,0,0,0,0
"21201",19580117,0,0,0,0,0,0
"21202",19580118,0,0,0,0,0,0
"21203",19580119,0,89,109,0,109,107
"21204",19580120,699,508,795,699,508,795
"21205",19580121,378,511,483,378,511,483
"21206",19580122,0,3,351,0,5,351
"21207",19580123,178,376,396,178,376,396
"21208",19580124,183,259,279,183,259,279
"21209",19580125,0,0,0,0,0,0
"21210",19580126,0,0,0,0,0,0
"21211",19580127,0,0,0,0,0,0
"21212",19580128,0,127,170,0,127,170
"21213",19580129,318,376,94,318,376,94
"21214",19580130,0,0,0,0,0,0
"21215",19580131,0,0,0,0,0,0
"21216",19580201,0,0,0,0,0,0
"21217",19580202,0,0,0,0,0,0
"21218",19580203,0,0,0,0,0,0
"21219",19580204,0,0,0,0,0,0
"21220",19580205,0,5,81,0,8,81
"21221",19580206,0,41,10,0,41,0
"21222",19580207,0,0,0,0,0,0
"21223",19580208,0,0,0,0,0,0
"21224",19580209,0,25,10,0,25,10
"21225",19580210,76,249,262,76,249,262
"21226",19580211,213,305,152,213,305,152
"21227",19580212,127,94,279,127,99,279
"21228",19580213,109,84,0,109,84,0
"21229",19580214,117,119,145,117,145,140
"21230",19580215,178,163,102,178,163,102
"21231",19580216,0,0,0,0,0,0
"21232",19580217,0,20,18,0,20,13
"21233",19580218,157,15,8,157,15,8
"21234",19580219,0,10,0,0,10,0
"21235",19580220,0,0,0,0,0,0
"21236",19580221,0,107,91,0,107,71
"21237",19580222,318,295,335,318,335,320
"21238",19580223,279,368,305,279,368,305
"21239",19580224,5,0,0,5,0,0
"21240",19580225,0,0,0,0,0,0
"21241",19580226,13,38,81,13,38,81
"21242",19580227,56,203,0,56,203,0
"21243",19580228,0,0,0,0,0,0
"21244",19580301,0,0,0,0,0,0
"21245",19580302,5,0,0,5,0,0
"21246",19580303,0,0,5,0,3,5
"21247",19580304,0,0,0,0,0,0
"21248",19580305,13,51,28,13,51,28
"21249",19580306,23,51,84,23,66,84
"21250",19580307,0,41,3,0,41,3
"21251",19580308,0,18,102,0,18,102
"21252",19580309,0,0,0,0,0,0
"21253",19580310,0,0,0,0,0,0
"21254",19580311,0,0,0,0,0,0
"21255",19580312,13,20,10,13,20,10
"21256",19580313,0,33,0,0,33,0
"21257",19580314,0,0,0,0,0,0
"21258",19580315,0,0,0,0,0,0
"21259",19580316,0,0,0,0,0,0
"21260",19580317,0,81,119,0,81,119
"21261",19580318,109,160,71,109,160,71
"21262",19580319,119,33,0,119,33,0
"21263",19580320,0,0,0,0,0,0
"21264",19580321,0,0,0,0,0,0
"21265",19580322,0,0,0,0,0,0
"21266",19580323,140,246,216,140,246,216
"21267",19580324,28,140,0,28,140,0
"21268",19580325,10,15,23,10,23,20
"21269",19580326,0,8,0,0,8,0
"21270",19580327,0,0,0,0,0,0
"21271",19580328,0,0,0,0,0,0
"21272",19580329,5,10,290,5,132,290
"21273",19580330,0,64,76,0,64,76
"21274",19580331,0,0,0,0,0,0
"21275",19580401,0,0,0,0,0,0
"21276",19580402,0,25,312,0,25,312
"21277",19580403,30,25,36,30,25,36
"21278",19580404,0,0,0,0,0,0
"21279",19580405,0,0,0,0,0,0
"21280",19580406,0,0,0,0,0,0
"21281",19580407,0,0,0,0,0,0
"21282",19580408,0,15,20,0,20,0
"21283",19580409,109,572,419,109,572,419
"21284",19580410,79,0,0,79,0,0
"21285",19580411,0,0,0,0,0,0
"21286",19580412,0,43,15,0,43,13
"21287",19580413,76,203,597,76,203,597
"21288",19580414,500,564,343,500,564,343
"21289",19580415,43,180,0,43,180,0
"21290",19580416,0,0,0,0,0,0
"21291",19580417,0,15,18,0,15,18
"21292",19580418,20,28,18,20,28,0
"21293",19580419,20,64,0,20,64,0
"21294",19580420,0,58,28,0,58,28
"21295",19580421,107,102,264,107,102,264
"21296",19580422,0,122,178,0,122,178
"21297",19580423,0,0,0,0,0,0
"21298",19580424,0,0,0,0,0,0
"21299",19580425,0,3,0,0,3,0
"21300",19580426,0,0,0,0,0,0
"21301",19580427,0,0,3,0,3,0
"21302",19580428,127,18,0,127,18,0
"21303",19580429,0,0,0,0,0,0
"21304",19580430,8,0,8,8,8,0
"21305",19580501,0,0,0,0,0,0
"21306",19580502,0,0,0,0,0,0
"21307",19580503,290,325,114,290,325,114
"21308",19580504,513,371,0,513,371,0
"21309",19580505,0,69,0,0,69,0
"21310",19580506,0,0,0,0,0,0
"21311",19580507,0,0,0,0,0,0
"21312",19580508,0,0,0,0,0,0
"21313",19580509,0,0,0,0,0,0
"21314",19580510,0,0,0,0,0,0
"21315",19580511,0,0,0,0,0,0
"21316",19580512,0,0,0,0,0,0
"21317",19580513,0,0,0,0,0,0
"21318",19580514,0,0,0,0,0,0
"21319",19580515,0,0,0,0,0,0
"21320",19580516,0,0,0,0,0,0
"21321",19580517,0,56,160,0,135,160
"21322",19580518,0,241,127,0,241,127
"21323",19580519,58,64,25,58,64,25
"21324",19580520,0,13,0,0,13,0
"21325",19580521,0,0,0,0,0,0
"21326",19580522,193,76,279,193,132,279
"21327",19580523,569,13,208,569,13,208
"21328",19580524,0,145,267,0,267,91
"21329",19580525,157,30,5,157,30,3
"21330",19580526,150,112,0,150,112,0
"21331",19580527,0,0,0,0,0,0
"21332",19580528,0,564,216,0,564,216
"21333",19580529,305,445,5,305,445,0
"21334",19580530,0,330,0,0,330,0
"21335",19580531,0,0,0,0,0,0
"21336",19580601,0,0,0,0,0,0
"21337",19580602,0,0,0,0,0,0
"21338",19580603,0,0,0,0,0,0
"21339",19580604,0,0,0,0,0,0
"21340",19580605,0,81,0,0,81,0
"21341",19580606,66,91,0,66,91,0
"21342",19580607,0,71,0,0,71,0
"21343",19580608,0,0,0,0,0,0
"21344",19580609,0,0,0,0,0,0
"21345",19580610,0,0,0,0,0,0
"21346",19580611,0,0,0,0,0,0
"21347",19580612,0,28,0,0,28,0
"21348",19580613,0,0,0,0,0,0
"21349",19580614,0,0,0,0,0,0
"21350",19580615,0,25,0,0,25,0
"21351",19580616,0,0,0,0,0,0
"21352",19580617,0,231,38,0,231,38
"21353",19580618,178,483,0,178,483,0
"21354",19580619,66,531,0,66,531,0
"21355",19580620,30,0,0,30,0,0
"21356",19580621,28,0,97,28,0,97
"21357",19580622,56,91,114,56,91,114
"21358",19580623,89,127,0,89,127,0
"21359",19580624,0,0,0,0,0,0
"21360",19580625,0,0,0,0,0,0
"21361",19580626,0,0,0,0,0,0
"21362",19580627,0,0,0,0,0,0
"21363",19580628,0,0,0,0,0,0
"21364",19580629,0,0,79,0,0,79
"21365",19580630,3,117,25,3,117,0
"21366",19580701,71,183,0,71,183,0
"21367",19580702,0,102,480,0,480,208
"21368",19580703,0,0,0,0,0,0
"21369",19580704,0,0,48,0,0,48
"21370",19580705,0,0,109,0,0,109
"21371",19580706,97,163,462,97,163,462
"21372",19580707,307,284,391,307,323,391
"21373",19580708,241,262,1041,241,262,1041
"21374",19580709,23,155,274,23,274,8
"21375",19580710,23,71,112,23,112,71
"21376",19580711,150,381,0,150,381,0
"21377",19580712,0,5,495,0,5,495
"21378",19580713,0,0,0,0,0,0
"21379",19580714,0,33,0,0,33,0
"21380",19580715,0,0,3,0,3,0
"21381",19580716,0,0,0,0,0,0
"21382",19580717,0,64,33,0,64,33
"21383",19580718,84,15,0,84,15,0
"21384",19580719,71,23,0,71,23,0
"21385",19580720,0,0,0,0,0,0
"21386",19580721,0,0,0,0,0,0
"21387",19580722,0,28,86,0,28,86
"21388",19580723,0,163,203,0,180,203
"21389",19580724,0,135,0,0,135,0
"21390",19580725,51,0,0,51,0,0
"21391",19580726,0,28,0,0,28,0
"21392",19580727,0,0,0,0,0,0
"21393",19580728,0,0,28,0,28,0
"21394",19580729,69,0,152,69,8,152
"21395",19580730,61,0,0,61,0,0
"21396",19580731,0,0,0,0,0,0
"21397",19580801,0,0,0,0,0,0
"21398",19580802,0,0,0,0,0,0
"21399",19580803,0,0,0,0,0,0
"21400",19580804,0,173,0,0,173,0
"21401",19580805,107,216,203,107,216,203
"21402",19580806,0,18,0,0,18,0
"21403",19580807,5,0,0,5,0,0
"21404",19580808,10,333,0,10,333,0
"21405",19580809,183,351,0,183,351,0
"21406",19580810,127,328,25,127,328,25
"21407",19580811,198,544,91,198,544,91
"21408",19580812,0,89,0,0,89,0
"21409",19580813,0,508,363,0,508,363
"21410",19580814,20,396,432,20,396,432
"21411",19580815,107,0,76,107,0,76
"21412",19580816,0,0,0,0,0,0
"21413",19580817,0,0,0,0,0,0
"21414",19580818,0,0,43,0,0,43
"21415",19580819,135,630,686,135,630,686
"21416",19580820,0,76,0,0,76,0
"21417",19580821,356,43,20,356,43,20
"21418",19580822,114,66,279,114,66,279
"21419",19580823,38,333,328,38,333,328
"21420",19580824,165,312,251,165,312,229
"21421",19580825,102,213,102,102,213,102
"21422",19580826,0,0,0,0,0,0
"21423",19580827,0,0,0,0,0,0
"21424",19580828,0,0,0,0,0,0
"21425",19580829,0,0,0,0,0,0
"21426",19580830,0,0,10,0,10,0
"21427",19580831,0,38,86,0,56,86
"21428",19580901,0,53,0,0,53,0
"21429",19580902,0,0,0,0,0,0
"21430",19580903,0,0,231,0,0,231
"21431",19580904,0,0,0,0,0,0
"21432",19580905,0,104,132,0,104,132
"21433",19580906,251,467,800,251,587,800
"21434",19580907,404,373,869,404,678,869
"21435",19580908,76,343,457,76,457,318
"21436",19580909,3,36,0,3,36,0
"21437",19580910,25,64,0,25,64,0
"21438",19580911,48,152,0,48,152,0
"21439",19580912,89,127,114,89,127,114
"21440",19580913,0,5,0,0,5,0
"21441",19580914,0,213,56,0,213,56
"21442",19580915,25,58,36,25,58,36
"21443",19580916,117,348,18,117,348,18
"21444",19580917,229,251,658,229,658,183
"21445",19580918,140,221,330,140,221,330
"21446",19580919,191,107,178,191,107,178
"21447",19580920,191,676,513,191,676,513
"21448",19580921,1168,780,742,1168,780,742
"21449",19580922,772,589,490,772,589,490
"21450",19580923,165,216,0,165,216,0
"21451",19580924,259,69,0,259,69,0
"21452",19580925,38,267,61,38,267,56
"21453",19580926,173,282,406,173,282,406
"21454",19580927,89,56,168,89,76,168
"21455",19580928,130,279,51,130,279,51
"21456",19580929,0,0,0,0,0,0
"21457",19580930,330,521,185,330,521,185
"21458",19581001,511,439,361,511,439,361
"21459",19581002,0,8,0,0,8,0
"21460",19581003,0,0,0,0,0,0
"21461",19581004,0,0,0,0,0,0
"21462",19581005,0,0,0,0,0,0
"21463",19581006,0,0,0,0,0,0
"21464",19581007,0,0,0,0,0,0
"21465",19581008,0,0,0,0,0,0
"21466",19581009,13,0,0,13,0,0
"21467",19581010,0,765,56,0,765,56
"21468",19581011,132,556,218,132,556,218
"21469",19581012,0,0,0,0,0,0
"21470",19581013,0,0,0,0,0,0
"21471",19581014,0,79,0,0,79,0
"21472",19581015,0,0,0,0,0,0
"21473",19581016,0,0,0,0,0,0
"21474",19581017,114,18,33,114,33,13
