"","Date","region1","region2","region3","region1_alt","region2_alt","region3_alt"
"5362",19140906,NA,NA,NA,NA,NA,NA
"5363",19140907,NA,NA,NA,NA,NA,NA
"5364",19140908,NA,NA,NA,NA,NA,NA
"5365",19140909,NA,NA,NA,NA,NA,NA
"5366",19140910,NA,NA,NA,NA,NA,NA
"5367",19140911,NA,NA,NA,NA,NA,NA
"5368",19140912,NA,NA,NA,NA,NA,NA
"5369",19140913,NA,NA,NA,NA,NA,NA
"5370",19140914,NA,NA,NA,NA,NA,NA
"5371",19140915,NA,NA,NA,NA,NA,NA
"5372",19140916,NA,NA,NA,NA,NA,NA
"5373",19140917,NA,NA,NA,NA,NA,NA
"5374",19140918,NA,NA,NA,NA,NA,NA
"5375",19140919,NA,NA,NA,NA,NA,NA
"5376",19140920,NA,NA,NA,NA,NA,NA
"5377",19140921,NA,NA,NA,NA,NA,NA
"5378",19140922,NA,NA,NA,NA,NA,NA
"5379",19140923,NA,NA,NA,NA,NA,NA
"5380",19140924,NA,NA,NA,NA,NA,NA
"5381",19140925,NA,NA,NA,NA,NA,NA
"5382",19140926,NA,NA,NA,NA,NA,NA
"5383",19140927,NA,NA,NA,NA,NA,NA
"5384",19140928,NA,NA,NA,NA,NA,NA
"5385",19140929,NA,NA,NA,NA,NA,NA
"5386",19140930,NA,NA,NA,NA,NA,NA
"5387",19141001,NA,NA,NA,NA,NA,NA
"5388",19141002,NA,NA,NA,NA,NA,NA
"5389",19141003,NA,NA,NA,NA,NA,NA
"5390",19141004,NA,NA,NA,NA,NA,NA
"5391",19141005,NA,NA,NA,NA,NA,NA
"5392",19141006,NA,NA,NA,NA,NA,NA
"5393",19141007,NA,NA,NA,NA,NA,NA
"5394",19141008,NA,NA,NA,NA,NA,NA
"5395",19141009,NA,NA,NA,NA,NA,NA
"5396",19141010,NA,NA,NA,NA,NA,NA
"5397",19141011,NA,NA,NA,NA,NA,NA
"5398",19141012,NA,NA,NA,NA,NA,NA
"5399",19141013,NA,NA,NA,NA,NA,NA
"5400",19141014,NA,NA,NA,NA,NA,NA
"5401",19141015,NA,NA,NA,NA,NA,NA
"5402",19141016,NA,NA,NA,NA,NA,NA
"5403",19141017,NA,NA,NA,NA,NA,NA
"5404",19141018,NA,NA,NA,NA,NA,NA
"5405",19141019,NA,NA,NA,NA,NA,NA
"5406",19141020,NA,NA,NA,NA,NA,NA
"5407",19141021,NA,NA,NA,NA,NA,NA
"5408",19141022,NA,NA,NA,NA,NA,NA
"5409",19141023,NA,NA,NA,NA,NA,NA
"5410",19141024,NA,NA,NA,NA,NA,NA
"5411",19141025,NA,NA,NA,NA,NA,NA
"5412",19141026,NA,NA,NA,NA,NA,NA
"5413",19141027,NA,NA,NA,NA,NA,NA
"5414",19141028,NA,NA,NA,NA,NA,NA
"5415",19141029,NA,NA,NA,NA,NA,NA
"5416",19141030,NA,NA,NA,NA,NA,NA
"5417",19141031,NA,NA,NA,NA,NA,NA
"5418",19141101,NA,NA,NA,NA,NA,NA
"5419",19141102,NA,NA,NA,NA,NA,NA
"5420",19141103,NA,NA,NA,NA,NA,NA
"5421",19141104,NA,NA,NA,NA,NA,NA
"5422",19141105,NA,NA,NA,NA,NA,NA
"5423",19141106,NA,NA,NA,NA,NA,NA
"5424",19141107,NA,NA,NA,NA,NA,NA
"5425",19141108,NA,NA,NA,NA,NA,NA
"5426",19141109,NA,NA,NA,NA,NA,NA
"5427",19141110,NA,NA,NA,NA,NA,NA
"5428",19141111,NA,NA,NA,NA,NA,NA
"5429",19141112,NA,NA,NA,NA,NA,NA
"5430",19141113,NA,NA,NA,NA,NA,NA
"5431",19141114,NA,NA,NA,NA,NA,NA
"5432",19141115,NA,NA,NA,NA,NA,NA
"5433",19141116,NA,NA,NA,NA,NA,NA
"5434",19141117,NA,NA,NA,NA,NA,NA
"5435",19141118,NA,NA,NA,NA,NA,NA
"5436",19141119,NA,NA,NA,NA,NA,NA
"5437",19141120,NA,NA,NA,NA,NA,NA
"5438",19141121,NA,NA,NA,NA,NA,NA
"5439",19141122,NA,NA,NA,NA,NA,NA
"5440",19141123,NA,NA,NA,NA,NA,NA
"5441",19141124,NA,NA,NA,NA,NA,NA
"5442",19141125,NA,NA,NA,NA,NA,NA
"5443",19141126,NA,NA,NA,NA,NA,NA
"5444",19141127,NA,NA,NA,NA,NA,NA
"5445",19141128,NA,NA,NA,NA,NA,NA
"5446",19141129,NA,NA,NA,NA,NA,NA
"5447",19141130,NA,NA,NA,NA,NA,NA
"5448",19141201,NA,NA,NA,NA,NA,NA
"5449",19141202,NA,NA,NA,NA,NA,NA
"5450",19141203,NA,NA,NA,NA,NA,NA
"5451",19141204,NA,NA,NA,NA,NA,NA
"5452",19141205,NA,NA,NA,NA,NA,NA
"5453",19141206,NA,NA,NA,NA,NA,NA
"5454",19141207,NA,NA,NA,NA,NA,NA
"5455",19141208,NA,NA,NA,NA,NA,NA
"5456",19141209,NA,NA,NA,NA,NA,NA
"5457",19141210,NA,NA,NA,NA,NA,NA
"5458",19141211,NA,NA,NA,NA,NA,NA
"5459",19141212,NA,NA,NA,NA,NA,NA
"5460",19141213,NA,NA,NA,NA,NA,NA
"5461",19141214,NA,NA,NA,NA,NA,NA
"5462",19141215,NA,NA,NA,NA,NA,NA
"5463",19141216,NA,NA,NA,NA,NA,NA
"5464",19141217,NA,NA,NA,NA,NA,NA
"5465",19141218,NA,NA,NA,NA,NA,NA
"5466",19141219,NA,NA,NA,NA,NA,NA
"5467",19141220,NA,NA,NA,NA,NA,NA
"5468",19141221,NA,NA,NA,NA,NA,NA
"5469",19141222,NA,NA,NA,NA,NA,NA
"5470",19141223,NA,NA,NA,NA,NA,NA
"5471",19141224,NA,NA,NA,NA,NA,NA
"5472",19141225,NA,NA,NA,NA,NA,NA
"5473",19141226,NA,NA,NA,NA,NA,NA
"5474",19141227,NA,NA,NA,NA,NA,NA
"5475",19141228,NA,NA,NA,NA,NA,NA
"5476",19141229,NA,NA,NA,NA,NA,NA
"5477",19141230,NA,NA,NA,NA,NA,NA
"5478",19141231,NA,NA,NA,NA,NA,NA
"5479",19150101,NA,NA,NA,NA,NA,NA
"5480",19150102,NA,NA,NA,NA,NA,NA
"5481",19150103,NA,NA,NA,NA,NA,NA
"5482",19150104,NA,NA,NA,NA,NA,NA
"5483",19150105,NA,NA,NA,NA,NA,NA
"5484",19150106,NA,NA,NA,NA,NA,NA
"5485",19150107,NA,NA,NA,NA,NA,NA
"5486",19150108,NA,NA,NA,NA,NA,NA
"5487",19150109,NA,NA,NA,NA,NA,NA
"5488",19150110,NA,NA,NA,NA,NA,NA
"5489",19150111,NA,NA,NA,NA,NA,NA
"5490",19150112,NA,NA,NA,NA,NA,NA
"5491",19150113,NA,NA,NA,NA,NA,NA
"5492",19150114,NA,NA,NA,NA,NA,NA
"5493",19150115,NA,NA,NA,NA,NA,NA
"5494",19150116,NA,NA,NA,NA,NA,NA
"5495",19150117,NA,NA,NA,NA,NA,NA
"5496",19150118,NA,NA,NA,NA,NA,NA
"5497",19150119,NA,NA,NA,NA,NA,NA
"5498",19150120,NA,NA,NA,NA,NA,NA
"5499",19150121,NA,NA,NA,NA,NA,NA
"5500",19150122,NA,NA,NA,NA,NA,NA
"5501",19150123,NA,NA,NA,NA,NA,NA
"5502",19150124,NA,NA,NA,NA,NA,NA
"5503",19150125,NA,NA,NA,NA,NA,NA
"5504",19150126,NA,NA,NA,NA,NA,NA
"5505",19150127,NA,NA,NA,NA,NA,NA
"5506",19150128,NA,NA,NA,NA,NA,NA
"5507",19150129,NA,NA,NA,NA,NA,NA
"5508",19150130,NA,NA,NA,NA,NA,NA
"5509",19150131,NA,NA,NA,NA,NA,NA
"5510",19150201,NA,NA,NA,NA,NA,NA
"5511",19150202,NA,NA,NA,NA,NA,NA
"5512",19150203,NA,NA,NA,NA,NA,NA
"5513",19150204,NA,NA,NA,NA,NA,NA
"5514",19150205,NA,NA,NA,NA,NA,NA
"5515",19150206,NA,NA,NA,NA,NA,NA
"5516",19150207,NA,NA,NA,NA,NA,NA
"5517",19150208,NA,NA,NA,NA,NA,NA
"5518",19150209,NA,NA,NA,NA,NA,NA
"5519",19150210,NA,NA,NA,NA,NA,NA
"5520",19150211,NA,NA,NA,NA,NA,NA
"5521",19150212,NA,NA,NA,NA,NA,NA
"5522",19150213,NA,NA,NA,NA,NA,NA
"5523",19150214,NA,NA,NA,NA,NA,NA
"5524",19150215,NA,NA,NA,NA,NA,NA
"5525",19150216,NA,NA,NA,NA,NA,NA
"5526",19150217,NA,NA,NA,NA,NA,NA
"5527",19150218,NA,NA,NA,NA,NA,NA
"5528",19150219,NA,NA,NA,NA,NA,NA
"5529",19150220,NA,NA,NA,NA,NA,NA
"5530",19150221,NA,NA,NA,NA,NA,NA
"5531",19150222,NA,NA,NA,NA,NA,NA
"5532",19150223,NA,NA,NA,NA,NA,NA
"5533",19150224,NA,NA,NA,NA,NA,NA
"5534",19150225,NA,NA,NA,NA,NA,NA
"5535",19150226,NA,NA,NA,NA,NA,NA
"5536",19150227,NA,NA,NA,NA,NA,NA
"5537",19150228,NA,NA,NA,NA,NA,NA
"5538",19150301,NA,NA,NA,NA,NA,NA
"5539",19150302,NA,NA,NA,NA,NA,NA
"5540",19150303,NA,NA,NA,NA,NA,NA
"5541",19150304,NA,NA,NA,NA,NA,NA
"5542",19150305,NA,NA,NA,NA,NA,NA
"5543",19150306,NA,NA,NA,NA,NA,NA
"5544",19150307,NA,NA,NA,NA,NA,NA
"5545",19150308,NA,NA,NA,NA,NA,NA
"5546",19150309,NA,NA,NA,NA,NA,NA
"5547",19150310,NA,NA,NA,NA,NA,NA
"5548",19150311,NA,NA,NA,NA,NA,NA
"5549",19150312,NA,NA,NA,NA,NA,NA
"5550",19150313,NA,NA,NA,NA,NA,NA
"5551",19150314,NA,NA,NA,NA,NA,NA
"5552",19150315,NA,NA,NA,NA,NA,NA
"5553",19150316,NA,NA,NA,NA,NA,NA
"5554",19150317,NA,NA,NA,NA,NA,NA
"5555",19150318,NA,NA,NA,NA,NA,NA
"5556",19150319,NA,NA,NA,NA,NA,NA
"5557",19150320,NA,NA,NA,NA,NA,NA
"5558",19150321,NA,NA,NA,NA,NA,NA
"5559",19150322,NA,NA,NA,NA,NA,NA
"5560",19150323,NA,NA,NA,NA,NA,NA
"5561",19150324,NA,NA,NA,NA,NA,NA
"5562",19150325,NA,NA,NA,NA,NA,NA
"5563",19150326,NA,NA,NA,NA,NA,NA
"5564",19150327,NA,NA,NA,NA,NA,NA
"5565",19150328,NA,NA,NA,NA,NA,NA
"5566",19150329,NA,NA,NA,NA,NA,NA
"5567",19150330,NA,NA,NA,NA,NA,NA
"5568",19150331,NA,NA,NA,NA,NA,NA
"5569",19150401,NA,NA,NA,NA,NA,NA
"5570",19150402,NA,NA,NA,NA,NA,NA
"5571",19150403,NA,NA,NA,NA,NA,NA
"5572",19150404,NA,NA,NA,NA,NA,NA
"5573",19150405,NA,NA,NA,NA,NA,NA
"5574",19150406,NA,NA,NA,NA,NA,NA
"5575",19150407,NA,NA,NA,NA,NA,NA
"5576",19150408,NA,NA,NA,NA,NA,NA
"5577",19150409,NA,NA,NA,NA,NA,NA
"5578",19150410,NA,NA,NA,NA,NA,NA
"5579",19150411,NA,NA,NA,NA,NA,NA
"5580",19150412,NA,NA,NA,NA,NA,NA
"5581",19150413,NA,NA,NA,NA,NA,NA
"5582",19150414,NA,NA,NA,NA,NA,NA
"5583",19150415,NA,NA,NA,NA,NA,NA
"5584",19150416,NA,NA,NA,NA,NA,NA
"5585",19150417,NA,NA,NA,NA,NA,NA
"5586",19150418,NA,NA,NA,NA,NA,NA
"5587",19150419,NA,NA,NA,NA,NA,NA
"5588",19150420,NA,NA,NA,NA,NA,NA
"5589",19150421,NA,NA,NA,NA,NA,NA
"5590",19150422,NA,NA,NA,NA,NA,NA
"5591",19150423,NA,NA,NA,NA,NA,NA
"5592",19150424,NA,NA,NA,NA,NA,NA
"5593",19150425,NA,NA,NA,NA,NA,NA
"5594",19150426,NA,NA,NA,NA,NA,NA
"5595",19150427,NA,NA,NA,NA,NA,NA
"5596",19150428,NA,NA,NA,NA,NA,NA
"5597",19150429,NA,NA,NA,NA,NA,NA
"5598",19150430,NA,NA,NA,NA,NA,NA
"5599",19150501,NA,NA,NA,NA,NA,NA
"5600",19150502,NA,NA,NA,NA,NA,NA
"5601",19150503,NA,NA,NA,NA,NA,NA
"5602",19150504,NA,NA,NA,NA,NA,NA
"5603",19150505,NA,NA,NA,NA,NA,NA
"5604",19150506,NA,NA,NA,NA,NA,NA
"5605",19150507,NA,NA,NA,NA,NA,NA
"5606",19150508,NA,NA,NA,NA,NA,NA
"5607",19150509,NA,NA,NA,NA,NA,NA
"5608",19150510,NA,NA,NA,NA,NA,NA
"5609",19150511,NA,NA,NA,NA,NA,NA
"5610",19150512,NA,NA,NA,NA,NA,NA
"5611",19150513,NA,NA,NA,NA,NA,NA
"5612",19150514,NA,NA,NA,NA,NA,NA
"5613",19150515,NA,NA,NA,NA,NA,NA
"5614",19150516,NA,NA,NA,NA,NA,NA
"5615",19150517,NA,NA,NA,NA,NA,NA
"5616",19150518,NA,NA,NA,NA,NA,NA
"5617",19150519,NA,NA,NA,NA,NA,NA
"5618",19150520,NA,NA,NA,NA,NA,NA
"5619",19150521,NA,NA,NA,NA,NA,NA
"5620",19150522,NA,NA,NA,NA,NA,NA
"5621",19150523,NA,NA,NA,NA,NA,NA
"5622",19150524,NA,NA,NA,NA,NA,NA
"5623",19150525,NA,NA,NA,NA,NA,NA
"5624",19150526,NA,NA,NA,NA,NA,NA
"5625",19150527,NA,NA,NA,NA,NA,NA
"5626",19150528,NA,NA,NA,NA,NA,NA
"5627",19150529,NA,NA,NA,NA,NA,NA
"5628",19150530,NA,NA,NA,NA,NA,NA
"5629",19150531,NA,NA,NA,NA,NA,NA
"5630",19150601,NA,NA,NA,NA,NA,NA
"5631",19150602,NA,NA,NA,NA,NA,NA
"5632",19150603,NA,NA,NA,NA,NA,NA
"5633",19150604,NA,NA,NA,NA,NA,NA
"5634",19150605,NA,NA,NA,NA,NA,NA
"5635",19150606,NA,NA,NA,NA,NA,NA
"5636",19150607,NA,NA,NA,NA,NA,NA
"5637",19150608,NA,NA,NA,NA,NA,NA
"5638",19150609,NA,NA,NA,NA,NA,NA
"5639",19150610,NA,NA,NA,NA,NA,NA
"5640",19150611,NA,NA,NA,NA,NA,NA
"5641",19150612,NA,NA,NA,NA,NA,NA
"5642",19150613,NA,NA,NA,NA,NA,NA
"5643",19150614,NA,NA,NA,NA,NA,NA
"5644",19150615,NA,NA,NA,NA,NA,NA
"5645",19150616,NA,NA,NA,NA,NA,NA
"5646",19150617,NA,NA,NA,NA,NA,NA
"5647",19150618,NA,NA,NA,NA,NA,NA
"5648",19150619,NA,NA,NA,NA,NA,NA
"5649",19150620,NA,NA,NA,NA,NA,NA
"5650",19150621,NA,NA,NA,NA,NA,NA
"5651",19150622,NA,NA,NA,NA,NA,NA
"5652",19150623,NA,NA,NA,NA,NA,NA
"5653",19150624,NA,NA,NA,NA,NA,NA
"5654",19150625,NA,NA,NA,NA,NA,NA
"5655",19150626,NA,NA,NA,NA,NA,NA
"5656",19150627,NA,NA,NA,NA,NA,NA
"5657",19150628,NA,NA,NA,NA,NA,NA
"5658",19150629,NA,NA,NA,NA,NA,NA
"5659",19150630,NA,NA,NA,NA,NA,NA
"5660",19150701,NA,NA,NA,NA,NA,NA
"5661",19150702,NA,NA,NA,NA,NA,NA
"5662",19150703,NA,NA,NA,NA,NA,NA
"5663",19150704,NA,NA,NA,NA,NA,NA
"5664",19150705,NA,NA,NA,NA,NA,NA
"5665",19150706,NA,NA,NA,NA,NA,NA
"5666",19150707,NA,NA,NA,NA,NA,NA
"5667",19150708,NA,NA,NA,NA,NA,NA
"5668",19150709,NA,NA,NA,NA,NA,NA
"5669",19150710,NA,NA,NA,NA,NA,NA
"5670",19150711,NA,NA,NA,NA,NA,NA
"5671",19150712,NA,NA,NA,NA,NA,NA
"5672",19150713,NA,NA,NA,NA,NA,NA
"5673",19150714,NA,NA,NA,NA,NA,NA
"5674",19150715,NA,NA,NA,NA,NA,NA
"5675",19150716,NA,NA,NA,NA,NA,NA
"5676",19150717,NA,NA,NA,NA,NA,NA
"5677",19150718,NA,NA,NA,NA,NA,NA
"5678",19150719,NA,NA,NA,NA,NA,NA
"5679",19150720,NA,NA,NA,NA,NA,NA
"5680",19150721,NA,NA,NA,NA,NA,NA
"5681",19150722,NA,NA,NA,NA,NA,NA
"5682",19150723,NA,NA,NA,NA,NA,NA
"5683",19150724,NA,NA,NA,NA,NA,NA
"5684",19150725,NA,NA,NA,NA,NA,NA
"5685",19150726,NA,NA,NA,NA,NA,NA
"5686",19150727,NA,NA,NA,NA,NA,NA
"5687",19150728,NA,NA,NA,NA,NA,NA
"5688",19150729,NA,NA,NA,NA,NA,NA
"5689",19150730,NA,NA,NA,NA,NA,NA
"5690",19150731,NA,NA,NA,NA,NA,NA
"5691",19150801,NA,NA,NA,NA,NA,NA
"5692",19150802,NA,NA,NA,NA,NA,NA
"5693",19150803,NA,NA,NA,NA,NA,NA
"5694",19150804,NA,NA,NA,NA,NA,NA
"5695",19150805,NA,NA,NA,NA,NA,NA
"5696",19150806,NA,NA,NA,NA,NA,NA
"5697",19150807,NA,NA,NA,NA,NA,NA
"5698",19150808,NA,NA,NA,NA,NA,NA
"5699",19150809,NA,NA,NA,NA,NA,NA
"5700",19150810,NA,NA,NA,NA,NA,NA
"5701",19150811,NA,NA,NA,NA,NA,NA
"5702",19150812,NA,NA,NA,NA,NA,NA
"5703",19150813,NA,NA,NA,NA,NA,NA
"5704",19150814,NA,NA,NA,NA,NA,NA
"5705",19150815,NA,NA,NA,NA,NA,NA
"5706",19150816,NA,NA,NA,NA,NA,NA
"5707",19150817,NA,NA,NA,NA,NA,NA
"5708",19150818,NA,NA,NA,NA,NA,NA
"5709",19150819,NA,NA,NA,NA,NA,NA
"5710",19150820,NA,NA,NA,NA,NA,NA
"5711",19150821,NA,NA,NA,NA,NA,NA
"5712",19150822,NA,NA,NA,NA,NA,NA
"5713",19150823,NA,NA,NA,NA,NA,NA
"5714",19150824,NA,NA,NA,NA,NA,NA
"5715",19150825,NA,NA,NA,NA,NA,NA
"5716",19150826,NA,NA,NA,NA,NA,NA
"5717",19150827,NA,NA,NA,NA,NA,NA
"5718",19150828,NA,NA,NA,NA,NA,NA
"5719",19150829,NA,NA,NA,NA,NA,NA
"5720",19150830,NA,NA,NA,NA,NA,NA
"5721",19150831,NA,NA,NA,NA,NA,NA
"5722",19150901,NA,NA,NA,NA,NA,NA
"5723",19150902,NA,NA,NA,NA,NA,NA
"5724",19150903,NA,NA,NA,NA,NA,NA
"5725",19150904,NA,NA,NA,NA,NA,NA
"5726",19150905,NA,NA,NA,NA,NA,NA
"5727",19150906,NA,NA,NA,NA,NA,NA
"5728",19150907,NA,NA,NA,NA,NA,NA
"5729",19150908,NA,NA,NA,NA,NA,NA
"5730",19150909,NA,NA,NA,NA,NA,NA
"5731",19150910,NA,NA,NA,NA,NA,NA
"5732",19150911,NA,NA,NA,NA,NA,NA
"5733",19150912,NA,NA,NA,NA,NA,NA
"5734",19150913,NA,NA,NA,NA,NA,NA
"5735",19150914,NA,NA,NA,NA,NA,NA
"5736",19150915,NA,NA,NA,NA,NA,NA
"5737",19150916,NA,NA,NA,NA,NA,NA
"5738",19150917,NA,NA,NA,NA,NA,NA
"5739",19150918,NA,NA,NA,NA,NA,NA
"5740",19150919,NA,NA,NA,NA,NA,NA
"5741",19150920,NA,NA,NA,NA,NA,NA
"5742",19150921,NA,NA,NA,NA,NA,NA
"5743",19150922,NA,NA,NA,NA,NA,NA
"5744",19150923,NA,NA,NA,NA,NA,NA
"5745",19150924,NA,NA,NA,NA,NA,NA
"5746",19150925,NA,NA,NA,NA,NA,NA
"5747",19150926,NA,NA,NA,NA,NA,NA
"5748",19150927,NA,NA,NA,NA,NA,NA
"5749",19150928,NA,NA,NA,NA,NA,NA
"5750",19150929,NA,NA,NA,NA,NA,NA
"5751",19150930,NA,NA,NA,NA,NA,NA
"5752",19151001,NA,NA,NA,NA,NA,NA
"5753",19151002,NA,NA,NA,NA,NA,NA
"5754",19151003,NA,NA,NA,NA,NA,NA
"5755",19151004,NA,NA,NA,NA,NA,NA
"5756",19151005,NA,NA,NA,NA,NA,NA
"5757",19151006,NA,NA,NA,NA,NA,NA
"5758",19151007,NA,NA,NA,NA,NA,NA
"5759",19151008,NA,NA,NA,NA,NA,NA
"5760",19151009,NA,NA,NA,NA,NA,NA
"5761",19151010,NA,NA,NA,NA,NA,NA
"5762",19151011,NA,NA,NA,NA,NA,NA
"5763",19151012,NA,NA,NA,NA,NA,NA
"5764",19151013,NA,NA,NA,NA,NA,NA
"5765",19151014,NA,NA,NA,NA,NA,NA
"5766",19151015,NA,NA,NA,NA,NA,NA
"5767",19151016,NA,NA,NA,NA,NA,NA
"5768",19151017,NA,NA,NA,NA,NA,NA
"5769",19151018,NA,NA,NA,NA,NA,NA
"5770",19151019,NA,NA,NA,NA,NA,NA
"5771",19151020,NA,NA,NA,NA,NA,NA
"5772",19151021,NA,NA,NA,NA,NA,NA
"5773",19151022,NA,NA,NA,NA,NA,NA
"5774",19151023,NA,NA,NA,NA,NA,NA
"5775",19151024,NA,NA,NA,NA,NA,NA
"5776",19151025,NA,NA,NA,NA,NA,NA
"5777",19151026,NA,NA,NA,NA,NA,NA
"5778",19151027,NA,NA,NA,NA,NA,NA
"5779",19151028,NA,NA,NA,NA,NA,NA
"5780",19151029,NA,NA,NA,NA,NA,NA
"5781",19151030,NA,NA,NA,NA,NA,NA
"5782",19151031,NA,NA,NA,NA,NA,NA
"5783",19151101,NA,NA,NA,NA,NA,NA
"5784",19151102,NA,NA,NA,NA,NA,NA
"5785",19151103,NA,NA,NA,NA,NA,NA
"5786",19151104,NA,NA,NA,NA,NA,NA
"5787",19151105,NA,NA,NA,NA,NA,NA
"5788",19151106,NA,NA,NA,NA,NA,NA
"5789",19151107,NA,NA,NA,NA,NA,NA
"5790",19151108,NA,NA,NA,NA,NA,NA
"5791",19151109,NA,NA,NA,NA,NA,NA
"5792",19151110,NA,NA,NA,NA,NA,NA
"5793",19151111,NA,NA,NA,NA,NA,NA
"5794",19151112,NA,NA,NA,NA,NA,NA
"5795",19151113,NA,NA,NA,NA,NA,NA
"5796",19151114,NA,NA,NA,NA,NA,NA
"5797",19151115,NA,NA,NA,NA,NA,NA
"5798",19151116,NA,NA,NA,NA,NA,NA
"5799",19151117,NA,NA,NA,NA,NA,NA
"5800",19151118,NA,NA,NA,NA,NA,NA
"5801",19151119,NA,NA,NA,NA,NA,NA
"5802",19151120,NA,NA,NA,NA,NA,NA
"5803",19151121,NA,NA,NA,NA,NA,NA
"5804",19151122,NA,NA,NA,NA,NA,NA
"5805",19151123,NA,NA,NA,NA,NA,NA
"5806",19151124,NA,NA,NA,NA,NA,NA
"5807",19151125,NA,NA,NA,NA,NA,NA
"5808",19151126,NA,NA,NA,NA,NA,NA
"5809",19151127,NA,NA,NA,NA,NA,NA
"5810",19151128,NA,NA,NA,NA,NA,NA
"5811",19151129,NA,NA,NA,NA,NA,NA
"5812",19151130,NA,NA,NA,NA,NA,NA
"5813",19151201,NA,NA,NA,NA,NA,NA
"5814",19151202,NA,NA,NA,NA,NA,NA
"5815",19151203,NA,NA,NA,NA,NA,NA
"5816",19151204,NA,NA,NA,NA,NA,NA
"5817",19151205,NA,NA,NA,NA,NA,NA
"5818",19151206,NA,NA,NA,NA,NA,NA
"5819",19151207,NA,NA,NA,NA,NA,NA
"5820",19151208,NA,NA,NA,NA,NA,NA
"5821",19151209,NA,NA,NA,NA,NA,NA
"5822",19151210,NA,NA,NA,NA,NA,NA
"5823",19151211,NA,NA,NA,NA,NA,NA
"5824",19151212,NA,NA,NA,NA,NA,NA
"5825",19151213,NA,NA,NA,NA,NA,NA
"5826",19151214,NA,NA,NA,NA,NA,NA
"5827",19151215,NA,NA,NA,NA,NA,NA
"5828",19151216,NA,NA,NA,NA,NA,NA
"5829",19151217,NA,NA,NA,NA,NA,NA
"5830",19151218,NA,NA,NA,NA,NA,NA
"5831",19151219,NA,NA,NA,NA,NA,NA
"5832",19151220,NA,NA,NA,NA,NA,NA
"5833",19151221,NA,NA,NA,NA,NA,NA
"5834",19151222,NA,NA,NA,NA,NA,NA
"5835",19151223,NA,NA,NA,NA,NA,NA
"5836",19151224,NA,NA,NA,NA,NA,NA
"5837",19151225,NA,NA,NA,NA,NA,NA
"5838",19151226,NA,NA,NA,NA,NA,NA
"5839",19151227,NA,NA,NA,NA,NA,NA
"5840",19151228,NA,NA,NA,NA,NA,NA
"5841",19151229,NA,NA,NA,NA,NA,NA
"5842",19151230,NA,NA,NA,NA,NA,NA
"5843",19151231,NA,NA,NA,NA,NA,NA
"5844",19160101,NA,NA,NA,NA,NA,NA
"5845",19160102,NA,NA,NA,NA,NA,NA
"5846",19160103,NA,NA,NA,NA,NA,NA
"5847",19160104,NA,NA,NA,NA,NA,NA
"5848",19160105,NA,NA,NA,NA,NA,NA
"5849",19160106,NA,NA,NA,NA,NA,NA
"5850",19160107,NA,NA,NA,NA,NA,NA
"5851",19160108,NA,NA,NA,NA,NA,NA
"5852",19160109,NA,NA,NA,NA,NA,NA
"5853",19160110,NA,NA,NA,NA,NA,NA
"5854",19160111,NA,NA,NA,NA,NA,NA
"5855",19160112,NA,NA,NA,NA,NA,NA
"5856",19160113,NA,NA,NA,NA,NA,NA
"5857",19160114,NA,NA,NA,NA,NA,NA
"5858",19160115,NA,NA,NA,NA,NA,NA
"5859",19160116,NA,NA,NA,NA,NA,NA
"5860",19160117,NA,NA,NA,NA,NA,NA
"5861",19160118,NA,NA,NA,NA,NA,NA
"5862",19160119,NA,NA,NA,NA,NA,NA
"5863",19160120,NA,NA,NA,NA,NA,NA
"5864",19160121,NA,NA,NA,NA,NA,NA
"5865",19160122,NA,NA,NA,NA,NA,NA
"5866",19160123,NA,NA,NA,NA,NA,NA
"5867",19160124,NA,NA,NA,NA,NA,NA
"5868",19160125,NA,NA,NA,NA,NA,NA
"5869",19160126,NA,NA,NA,NA,NA,NA
"5870",19160127,NA,NA,NA,NA,NA,NA
"5871",19160128,NA,NA,NA,NA,NA,NA
"5872",19160129,NA,NA,NA,NA,NA,NA
"5873",19160130,NA,NA,NA,NA,NA,NA
"5874",19160131,NA,NA,NA,NA,NA,NA
"5875",19160201,NA,NA,NA,NA,NA,NA
"5876",19160202,NA,NA,NA,NA,NA,NA
"5877",19160203,NA,NA,NA,NA,NA,NA
"5878",19160204,NA,NA,NA,NA,NA,NA
"5879",19160205,NA,NA,NA,NA,NA,NA
"5880",19160206,NA,NA,NA,NA,NA,NA
"5881",19160207,NA,NA,NA,NA,NA,NA
"5882",19160208,NA,NA,NA,NA,NA,NA
"5883",19160209,NA,NA,NA,NA,NA,NA
"5884",19160210,NA,NA,NA,NA,NA,NA
"5885",19160211,NA,NA,NA,NA,NA,NA
"5886",19160212,NA,NA,NA,NA,NA,NA
"5887",19160213,NA,NA,NA,NA,NA,NA
"5888",19160214,NA,NA,NA,NA,NA,NA
"5889",19160215,NA,NA,NA,NA,NA,NA
"5890",19160216,NA,NA,NA,NA,NA,NA
"5891",19160217,NA,NA,NA,NA,NA,NA
"5892",19160218,NA,NA,NA,NA,NA,NA
"5893",19160219,NA,NA,NA,NA,NA,NA
"5894",19160220,NA,NA,NA,NA,NA,NA
"5895",19160221,NA,NA,NA,NA,NA,NA
"5896",19160222,NA,NA,NA,NA,NA,NA
"5897",19160223,NA,NA,NA,NA,NA,NA
"5898",19160224,NA,NA,NA,NA,NA,NA
