"","1","2","3"
"152",485731.732806648,383309.269250927,293312.955433939
"153",406863.140217717,304865.900734298,234782.331355699
"154",472553.99164719,370196.34272171,282870.262536159
"155",400324.76121663,304622.18769465,252354.067864795
"156",528177.235056907,420215.174289183,309614.356132566
"157",443924.095077075,348426.424924352,284827.956652797
"158",389608.001364088,294463.70942589,246973.195654038
"159",467540.819650102,369233.905363594,293487.627331302
"160",569330.100040887,536566.930487048,484943.557920205
"161",531346.996406006,497321.006638509,445412.636260143
"162",552352.133112328,525084.16805747,479925.568057352
"163",550099.095537876,522426.982735408,476593.581273263
"164",534537.840107874,505922.225701127,459093.809070099
"165",377913.972948102,275098.554732511,212879.647925887
"166",302921.039799486,212237.16238505,194265.35454378
"167",248634.021121903,285651.32190612,281489.744081805
"168",264581.132184855,216878.452753681,196037.426398825
"169",253310.710475959,224797.964083791,217227.494658169
"170",285824.788262223,222458.039342491,208468.942682763
"171",311564.014796469,238220.477378132,190447.829478539
"172",271949.280268793,203117.573794807,191112.265349917
"173",372893.638097207,272392.65668082,217938.48180746
"174",394408.48064535,288069.29404453,210327.13087868
"175",281717.179899251,237925.106876406,225534.052017692
"176",230664.463123943,233210.809314037,230113.15403461
"177",392018.973767858,290887.505355364,227846.833476778
"178",159156.508082229,269991.029408601,287180.57708902
"179",377524.246609067,279962.098432617,230952.981313825
"180",345184.717833386,250045.270068992,219894.121805341
"181",267125.682729898,237961.728121852,217365.527625867
"182",281453.460857412,194110.753024542,158112.105279922
"183",208910.349355336,278307.009456693,280140.157734787
"184",187138.853661545,249006.08860636,262025.532589027
"185",144604.240879409,290769.911723702,302429.675246608
"186",370876.222325998,260238.447337969,178736.676147612
"187",324309.035692798,211533.06333712,148164.878627258
"188",213555.930602716,275528.390008499,276527.418387002
"189",229821.19113309,293381.247576801,292594.444114657
"190",388769.561940771,284770.091610419,215426.548382771
"191",232698.774958921,230596.699057347,227071.644105674
"192",201195.644247976,243669.852712953,275582.287617754
"193",393378.564509314,282455.654354408,191349.508729461
"194",389208.911952656,278760.188072248,190639.373352677
"195",293282.668052484,211759.03864811,195714.032938148
"196",168518.818734443,249817.614509724,262171.625482224
"197",279076.311924746,261536.07089416,250944.126174742
"198",170575.381307502,249902.069226314,262354.233093232
"199",377012.50218935,262092.596351086,194540.819539389
"200",347704.11448958,245442.912284381,197638.357583342
"201",170082.159679797,248570.338029895,270808.371212058
"202",192642.441704679,211533.104225837,228611.060011109
"203",351574.858408782,249939.034811803,201826.967441816
"204",231327.928510137,237367.929148694,234237.376143496
"205",380970.421234251,272243.604409483,205690.999629759
"206",381635.791483399,285047.509604091,236889.774527759
"207",331083.196640424,228869.437237313,189712.14078509
"208",335839.848890322,233533.16356044,191601.174013837
"209",376276.512041179,271743.083054474,205646.181137861
"210",395558.16351067,278005.010060725,196102.04454025
"211",320413.364925639,215375.209306033,175649.524233365
"212",171035.926348094,305185.876428835,317601.819653613
"213",202572.355279612,302521.247459326,305938.378725447
"214",171465.537221655,260095.515765437,281783.548309669
"215",181219.063230265,259967.909944944,284507.88331788
"216",279252.835093293,234777.598203754,222682.255048601
"217",157447.949080287,246802.402528651,262955.038835375
"218",375023.341189841,272856.291224104,213416.645577149
"219",251583.237272706,286649.606331612,282067.999844226
"220",188687.226760465,214274.084322112,233836.090241958
"221",177111.234825316,243414.34578402,268169.677535506
"222",388127.182321733,285183.867099034,218856.37064087
"223",213090.513056352,189069.704432815,213499.403297057
"224",309465.121583129,199793.407379642,155576.757013636
"225",346766.433860841,249424.916986406,213599.482639022
"226",253179.985863822,228939.054472027,218645.993256814
"227",287590.858092981,241144.023450252,227843.997331783
"228",191912.483899395,223165.610866809,235565.101626576
"229",271593.282696279,259531.523486154,250127.686354183
"230",181329.214458728,240484.830364052,253076.952432837
"231",271281.087179723,203009.995526979,191141.85211213
"232",186888.829159874,216303.607366651,235208.833551451
"233",362455.38712199,265676.883123333,224376.627603966
"234",381901.477090309,284937.334577024,235784.792198634
"235",250197.671584595,213324.588940176,206072.578655375
"236",205787.25017726,275754.861311448,277992.710895921
"237",185904.593906565,252814.060104576,279395.175610889
"238",277707.960315282,217712.991403519,205099.208046138
"239",240618.299386632,232296.276951284,227336.415098846
"240",223318.893253719,293530.050465386,293758.800305747
"241",267976.716550131,199740.864902959,188481.051806687
"242",259394.235862079,234970.452930048,226601.31145465
"243",278079.892433418,252025.148174828,226097.936401592
"244",386312.688816647,284577.260268393,222007.706499852
"245",226383.142497142,282957.795154698,282217.582867905
"246",151407.6786369,256312.744763517,268880.851407667
"247",213794.727579095,284041.965265495,285327.622498185
"248",279789.74904051,221104.02372035,208233.260565757
"249",386398.182203542,272121.34625008,176582.312542635
"250",244934.896947628,261597.060404348,256885.204089447
"251",381085.430938727,278568.728085302,215916.764569489
"252",642019.415057333,580698.684221782,514894.931959186
"253",662272.799373363,591826.920626862,523397.378550555
"254",644874.74358829,585875.643603557,520635.948420947
"255",663061.60449382,602880.046369257,537043.01784984
"256",588450.644185395,542629.069280489,482386.759505917
"257",575432.221057313,527953.825082386,467378.477397785
"258",584995.83225286,538626.892564788,478258.895714745
"259",571487.905914206,522196.478393655,461083.749032471
"260",641386.521397624,579955.051581026,514132.657845704
"261",580546.486430053,527717.507820092,465404.232063856
"262",599526.49876001,708457.764252901,701908.474769471
"263",537959.42209904,649659.2181013,648202.008395796
"264",585463.141465661,696889.248179001,691223.754329505
"265",543059.260790235,653987.505413237,648503.309424846
"266",705917.445000917,688327.724588692,657869.130329199
"267",716503.455731259,691059.510291384,647033.94236337
"268",705930.289025183,688349.204605922,657906.687614641
"269",667997.200264518,639467.387936345,590746.970673938
"270",334415.857509179,320857.201706208,320802.42685987
"271",374026.997834412,316645.416872131,262795.094752486
"272",347964.017872803,311787.206603063,267215.399414531
"273",347670.80212546,309656.589549181,264520.732741946
"274",351580.071846152,316170.207081474,271454.143382898
"275",326137.592439121,309384.175715338,300707.551000274
"276",327111.238334181,311647.192044144,306852.531564703
"277",348658.80905275,309947.665794136,264475.941662912
"278",352361.793884536,311293.089234161,264649.919139324
"279",553031.582252581,663658.059628193,664771.239382705
"280",539354.791419351,649444.760790794,651748.301931204
"281",440095.852975094,545589.684727524,583569.544945706
"282",558421.348534985,719524.125040681,731777.04303118
"283",539942.870427222,695928.36210887,707446.62952539
"284",547011.534829289,707701.892505045,719620.091335409
"285",548260.848471103,709841.555018431,722645.992282353
"286",517037.863290606,678372.120102028,691135.466445161
"287",538641.487119715,693951.53515954,705541.956605957
"288",211262.538130328,342908.933237708,364175.966299819
"289",276849.371383773,371371.947607031,404643.524390881
"290",296637.036653231,329966.012850123,375069.098639575
"291",198385.750020404,257418.148473609,287152.350541859
"292",265413.472688133,355093.40755437,388387.890824887
"293",253270.485186348,337467.752631151,370666.986388537
"294",273398.977625301,314830.611388592,356658.018351621
"295",259586.05945396,338304.36721774,372964.266069527
"296",254693.781054446,339839.791213304,373008.555137253
"297",257904.171717939,358360.842710551,389161.466515392
"298",215037.510562186,270470.593278907,303378.427214359
"299",197372.30834276,282183.242582271,308808.20598559
"300",210651.972554099,262461.878868086,295102.509765218
"301",212603.870940779,219437.906917722,255697.286507707
"302",198901.134249798,241016.978410205,272396.216097861
"303",255728.950535928,290138.784601269,331183.959296643
"304",256191.461327153,305612.969988337,344531.977717503
"305",174246.284188404,289511.312082113,308835.361512498
"306",205812.108502419,281017.590300967,310101.298018146
"307",260169.782938027,339145.412142109,373813.820962647
"308",157083.06551673,291559.648399121,306114.944439611
"309",227973.579149284,295654.986834502,328728.055936094
"310",210992.822720743,289080.7962185,318528.302936695
"311",173394.802435346,318336.890705131,333692.644222321
"312",227968.45851319,292654.266456988,326144.056463416
"313",210805.452104935,337241.970910891,359382.128985476
"314",203288.036106298,239614.134535912,272331.64054253
"315",243118.90361324,286623.604901439,324914.91408603
"316",496648.106242815,543124.659490709,527511.74702725
"317",499919.564789317,545867.299454795,530117.275600752
"318",550794.627485497,621445.875632436,607586.837705688
"319",671047.684817537,618418.164201641,554681.365357444
"320",634058.676582308,589110.276911881,528655.52370365
"321",712898.981560978,662492.806880824,599075.417112153
"322",639952.209845526,601704.494709563,544715.06274918
"323",453972.450344046,445483.6354971,446813.929834525
"324",462140.599727,460175.031143414,487715.519545252
"325",464380.368689088,458283.001829621,465279.657330235
"326",498446.042995564,486786.540879396,474779.17443851
"327",459024.866975786,456675.151580365,482552.926305791
"328",459902.732029127,451554.957215456,452822.114635629
"329",465772.197700891,459571.997999064,465984.032850594
"330",434950.789639907,431218.247291674,452023.731428167
"331",461830.714996511,460124.068649398,488937.950585318
"332",437660.243403462,422766.00213445,405494.887689512
"333",462769.31839541,456958.125300739,465455.224543989
"334",451398.989670218,444884.753010448,451435.207919604
"335",509150.185380844,496991.494713882,482646.940686125
"336",461914.659181146,460241.948172528,489214.373836791
"337",439796.193849687,436943.023537793,461698.836977471
"338",474089.222960053,471975.479094209,498038.324288398
"339",518610.644365862,515000.954669569,531081.592197272
"340",484887.515653606,483117.284288711,510200.524562142
"341",372085.007781502,367313.00471794,388548.073626867
"342",455847.036645974,456216.749152313,496971.55346734
"343",427294.027227927,426635.896795853,464313.222659751
"344",575266.935289817,557171.527463857,527894.6661565
"345",574206.770508188,556219.528196351,527170.107375354
"346",570889.286267203,558489.689553237,540033.878053245
"347",630388.294266082,616775.032274709,594914.44392925
"348",652676.253250471,765058.531388676,759503.205324818
"349",645736.540592624,758117.407822201,752694.710464671
"350",430551.118519983,557437.780505157,570701.648776619
"351",284710.236928164,432654.648857776,444628.513490859
"352",365259.461340146,513154.639286178,525252.101650144
"353",387283.219567336,516445.720242219,529578.750885751
"354",319024.048197808,457880.476894514,470474.872884115
"355",308636.507499988,461069.507094527,472728.094488321
"356",414783.787770508,555003.334743821,567647.373808285
"357",319109.386023032,457887.023612856,470485.732258876
"358",316768.951618077,456849.29992997,469373.82546542
"359",300652.488164487,451514.120787062,463292.571544593
"360",310688.571975334,455799.333514031,468012.209178588
"361",468841.293134618,600332.214603083,613449.434502559
"362",351401.090976713,487318.900585581,500111.027014857
"363",378547.377364111,524975.572533412,537193.370405202
"364",364397.437422865,502377.414840602,515083.6755658
"365",395651.622350421,525062.210394286,538194.859784281
"366",407061.27960249,545298.965516304,558041.97207155
"367",357426.689436036,494078.971362968,506843.30225582
"368",399862.645793305,540930.535414905,553510.720605337
"369",386272.07369371,482893.620756573,476090.339584085
"370",469123.131235018,569198.727362627,561235.605679545
"371",391259.121647833,479585.813486898,471687.292422261
"372",449308.531564143,555655.054074656,549740.672436254
"373",460522.438563291,567217.835271934,561272.07955163
"374",316491.747627087,427198.783829196,424689.57437557
"375",371466.79750492,467864.706325814,461532.877557856
"376",448114.045597965,552689.931863624,546272.885553928
"377",445008.325080285,553398.542327659,548142.085681079
"378",379961.835777878,486294.729696129,481356.081086735
"379",387723.920728262,480844.446035781,473599.545143997
"380",347995.960138188,449322.20305612,444384.260028451
"381",397246.514011175,449536.884038759,497039.099314649
"382",339407.363316148,426528.953358263,464835.492510882
"383",431341.763355949,441385.392950702,498199.48980153
"384",372438.591356216,429754.069604234,475281.740461374
"385",396365.161653751,466429.708013878,510510.396021733
"386",361320.381302471,449037.527317422,488205.188721325
"387",330402.623653825,354441.616512847,403468.509904559
"388",393913.399168474,444876.46910327,492487.611767106
"389",399280.782071381,451256.783013708,498897.578082695
"390",433561.256716425,463143.689114529,516093.334406645
"391",396505.416631552,410223.441735033,464564.360355452
"392",360148.66347611,456745.260922437,494031.898746054
"393",374022.305722698,419285.295782607,467063.169538918
"394",387055.445390947,450036.177686191,495120.117116507
"395",371242.754482486,411715.878603238,460211.604078163
"396",439556.858993409,458777.629233328,513887.864860306
"397",367117.929088459,416181.095543681,462957.010580241
"398",379330.368752054,400949.81932635,453081.84011399
"399",236883.154696492,343493.039702692,357037.638803916
"400",268765.114909379,409405.699487353,421808.941209648
"401",190572.677493168,341878.032340081,353372.373979541
"402",241166.06421335,348520.786727939,362059.363584665
"403",918008.326698353,858357.275573542,790182.969032676
"404",854066.594193401,776448.983555416,704536.260098144
"405",997863.961463105,931025.378185417,860658.035002251
"406",813480.663925474,778687.872015095,722344.797025815
"407",808670.367133884,771332.842940271,713028.58026695
"408",917842.102579249,891287.65343467,843957.878260449
"409",946230.225838958,917109.071347715,865480.399356714
"410",1064579.8980751,1035139.40348187,982580.110199834
"411",972281.362368079,898140.1770911,826308.379656442
"412",823580.484088228,757018.58637622,687824.46167397
"413",860960.542047651,802322.45403912,734810.470928083
"414",926723.035962495,885418.795993176,824435.777093665
"415",993513.610329737,956215.296425879,897076.838241858
"416",1019022.79832386,961351.584435599,893338.488287021
"417",866317.950922989,824301.807109006,763319.192594335
"418",879956.492447112,835379.399667057,773198.168594002
"419",879146.70658109,832815.536425886,769886.535323463
"420",868766.484794558,822529.397716105,759693.895469498
"421",901066.406777461,869558.114242545,815322.311020957
"422",1016999.88308122,985296.48888342,930263.232303849
"423",885109.309748927,842287.527413757,780845.875165323
"424",885027.867444772,844322.425600206,783821.104684768
"425",1040783.96595791,1005637.50258362,947663.673966139
"426",904595.021312305,860961.897784032,799065.135310759
"427",1034901.23457246,1007190.5151026,957398.114415145
"428",897260.984272698,862820.468345959,806141.142403121
"429",1015983.41662739,939953.378643266,867524.842394582
"430",852704.43255861,823766.038684797,772914.626122988
"431",743170.158315214,705722.802019521,647894.296277349
"432",996529.943000549,968422.283085256,918130.066294891
"433",839734.788535282,795322.593189177,733434.922484895
"434",1019826.78073965,989542.716402865,936173.550392462
"435",763704.812770507,718821.06172231,657220.414549108
"436",733625.111426002,689959.619893257,629134.186233428
"437",446599.759942455,348784.743571739,278839.898555325
"438",422290.08723214,335861.968579296,298120.792305897
"439",458355.669146088,364609.484427567,296380.911348463
"440",296304.701305455,445258.014201902,466906.126305278
"441",461374.862329286,419616.100191023,395349.460874078
"442",814163.463196013,907929.225906919,895653.185307142
"443",814163.463196013,907929.225906919,895653.185307142
"444",207859.330361702,277596.840192833,279570.427402339
"445",504163.321148027,552996.18967767,537483.240731462
"446",496706.761280651,545435.697413533,530081.576819508
"447",336937.532858968,262252.161204349,209443.206916402
"448",314599.818061682,384534.591978332,377931.970051313
"449",597405.191614386,551496.14894279,491076.210530323
"450",536381.540240955,489981.187247385,430548.182397017
"451",399186.510198733,517018.838591161,550701.414070782
"452",301440.113272726,428643.015986474,441728.084586581
"453",797741.120743487,772027.514266312,726865.817331729
"454",489660.996651568,468413.862246403,445460.315602356
"455",361293.429262293,497744.409745546,510523.840616175
"456",448714.140570494,587849.177523781,616142.74295447
"457",489034.365323609,642178.238215574,653954.173740205
"458",384808.242923899,494988.511312286,497235.060638
"459",453078.251626537,353442.665359178,277368.883269533
"460",342540.958236792,330010.761959726,331832.819476476
"461",248934.27275647,291643.749534841,287761.5814826
"462",372362.672686997,367681.719799358,389332.363780253
"463",606052.342528515,669620.487087183,653987.766416921
"464",406860.303276803,565176.06578302,576335.131621107
"465",432305.230416124,538374.626650412,545255.747542196
"466",254838.180928061,296700.906166009,336581.628588428
"467",305959.515565251,350005.554953908,341554.563164553
"468",140683.843756063,277367.828162651,289481.600459061
"469",269271.468029891,389596.236332877,417396.723227629
"470",487244.64309455,581554.014946711,571829.029089227
"471",340006.250465976,229385.382772724,163047.091953039
"472",715450.294825497,673923.826745487,614230.051194826
"473",380156.207235857,488889.073340603,493265.099800999
"474",450687.02955067,441867.080707296,421396.768355942
"475",595141.933820695,707503.160563452,702554.082892948
"476",599137.327528159,711513.238255527,706288.701848047
"477",595222.800302366,707145.193078315,704854.157480932
"478",384268.879493448,496310.27111578,493945.519565875
"479",447139.365425339,551682.149273577,545267.668567541
"480",616751.184431509,585031.838876905,533452.945041714
"481",243574.208098601,222035.801882696,216273.054519809
"482",370042.151391439,387570.4729503,439935.533475589
"483",528906.305597335,472923.017555689,444328.212753118
"484",241560.919797502,300267.286668418,298025.639349187
"485",379018.012262449,260773.226682472,189132.537262304
"486",260331.11172275,397561.675649688,410125.922405015
"487",465901.103760775,366654.981244714,288842.483077141
"488",232268.195769159,266301.937652872,263912.569672184
"489",259349.45054527,211602.184774434,202460.283881974
"490",256473.198020163,268215.342569206,261857.699636014
"491",207859.330361702,277596.840192833,279570.427402339
"492",340006.250465976,229385.382772724,163047.091953039
"493",243574.208098601,222035.801882696,216273.054519809
"494",318232.580228127,221273.527527594,200777.123397555
"495",259349.45054527,211602.184774434,202460.283881974
"496",240139.052749444,189223.07645335,183946.456819579
"497",271115.691024217,289768.261631764,282218.161719835
"498",301879.847212163,200772.84879309,181798.0847981
"499",216405.600020438,213685.242933738,216315.857115603
"500",293137.913961882,215372.341614644,171182.483094064
"501",179891.879233504,242784.944612705,255393.7314669
"502",243574.208098601,222035.801882696,216273.054519809
"503",418041.850813867,317573.901531635,248109.896285832
"504",442370.005741575,339851.486438681,258701.553892704
"505",250200.183225052,202160.775394655,198153.765939285
"506",377805.355582362,423113.694628247,471056.156091686
"507",561354.626684325,540293.763165831,505812.606925275
"508",240139.052749444,189223.07645335,183946.456819579
"509",516234.073451179,420871.334249992,343754.856059788
"510",733299.136013237,714709.194714094,682177.539355884
"511",744750.722122585,725667.053519065,692185.978999899
"512",212994.377357071,307473.761945353,309912.358328996
"513",205998.274380683,304778.798522826,307896.342558247
"514",703776.767273706,678139.009015897,633904.334662678
"515",557517.163257941,530138.436308929,484702.504888545
"516",378283.579538791,339107.314839176,290551.767247112
"517",474607.794402925,468788.653023764,476512.326710681
"518",580179.214407562,545646.125870552,492337.675786205
"519",449793.597916844,519147.01378505,507351.029046025
"520",189483.11332017,335324.677992411,352165.64427385
"521",611773.694437536,644986.697628179,625632.085657367
"522",568574.934108176,669957.168658196,661379.481437407
"523",375111.620187128,290418.951658544,229984.552787603
"524",255346.448197143,356868.02274076,387277.85958663
"525",543686.980915744,538639.956495452,546524.168590391
"526",298008.021987807,456261.251800064,469006.263338484
"527",270499.887804692,250785.02872915,245464.359519131
"528",399278.670078607,453710.434427938,441810.055136857
"529",785188.538696613,762679.604623917,723036.688462299
"530",790273.809956047,767164.029536895,726462.704354227
"531",523030.712313155,413462.815656943,299205.558994645
"532",708047.272262678,656568.918075099,592812.01143026
"533",710648.081313477,660559.151959204,597284.253765595
"534",715450.294825497,673923.826745487,614230.051194826
"535",323326.436352848,218992.620071842,179211.278564859
"536",186653.641181493,298645.019214471,311892.257171626
"537",422387.641380055,523537.099905677,516482.535693563
"538",328592.205798403,375111.335936771,365537.732202064
"539",664085.201035196,758961.497124231,747810.013809611
"540",644897.947627921,578182.985882403,510946.36999739
"541",659142.932494815,588528.769360414,520100.863425733
"542",689511.344122623,786537.845113303,775840.000918172
"543",693609.197077764,790685.158450994,779977.012229279
"544",721885.727582893,798649.795691262,783214.535889528
"545",466955.948867595,605965.554657026,618724.152182585
"546",513274.164437702,624270.381138374,624624.405621742
"547",306452.534333946,428055.247563707,457631.932303311
"548",287574.455428033,337911.978828653,331239.694172013
"549",440390.622550002,453437.331796032,509968.558920115
"550",456249.218879503,564966.872730146,569337.948979538
"551",416349.356185231,399815.884053557,379404.177652329
"552",298497.231774027,352933.689605795,345870.026479964
"553",692481.422933789,607116.60797008,534850.902117397
"554",535982.812646439,515416.332929001,491391.422178599
"555",336116.939229627,424245.904389771,462194.874799964
"556",295075.483954202,402286.069314735,408241.584332094
"557",391101.587902751,380233.206096302,380505.615960696
"558",585414.735186778,556715.472111601,508896.339943531
"559",412239.678628702,559750.64581786,571927.774660235
"560",418111.929753247,564404.19872402,576673.673916678
"561",529476.284315095,640283.761001729,641012.252326891
"562",292764.852751208,277486.574754661,280503.996775388
"563",663586.038077529,644736.45554009,612545.653156771
"564",531125.279063353,443909.037471167,374380.245063501
"565",284568.323244502,302733.553483311,293887.144897999
"566",480609.140819671,374486.6809236,275536.941406618
"567",345604.362417814,330728.739135386,314566.601899223
"568",332336.955549988,340502.931529959,327224.333781221
"569",161954.76798161,266519.377872609,284845.411799564
"570",663586.038077529,644736.45554009,612545.653156771
"571",520659.257097198,684090.438874037,699625.441296564
"572",209229.824755593,344158.52600487,356690.9045942
"573",564523.520469084,543889.851813213,510092.826954054
"574",302067.285258369,455923.991197452,467444.380448342
"575",496544.498627241,601531.412263212,609145.666534756
"576",454500.322392546,447049.652410139,426601.418327655
"577",385265.77506377,480504.938393973,473578.589247198
"578",486811.263704239,643192.69240453,666262.605179316
"579",543080.358727266,521867.995273889,487454.440183611
"580",420606.35106244,399862.365407111,379277.647659991
"581",289047.032336687,327690.888761642,371333.346768216
